strategy,window_start,window_end,profitable,number_of_trades,total_deployed,gross_profit,net_profit,return_on_deployed_capital,average_net_profit_per_trade,median_net_profit_per_trade,win_rate,best_trade,worst_trade,profit_factor,max_drawdown
buy_after_every_green,2020-06-01,2021-05-31,True,140,14000.0,14.126930379513116,11.326930379513112,0.000809066455679508,0.0809066455679508,0.1041358131321868,0.5285714285714286,2.661480243922807,-3.29628361858191,1.2411426737236377,-6.89830109981655
buy_after_every_green,2020-07-01,2021-06-30,True,138,13800.0,6.335173638318036,3.575173638318036,0.000259070553501307,0.025907055350130697,0.06432505453812577,0.5217391304347826,2.1285391420712263,-3.29628361858191,1.0820332481619719,-6.898301099816551
buy_after_every_green,2020-08-01,2021-07-31,True,138,13800.0,8.643904660137592,5.883904660137593,0.00042636990290852123,0.04263699029085212,0.07542459912262879,0.5289855072463768,2.1285391420712263,-3.29628361858191,1.147483263897812,-6.898301099816551
buy_after_every_green,2020-09-01,2021-08-31,True,137,13700.0,6.533773621728734,3.793773621728731,0.0002769177826079366,0.027691778260793658,0.06113041714556956,0.5182481751824818,2.1285391420712263,-3.29628361858191,1.0939020008725322,-6.89830109981655
buy_after_every_green,2020-10-01,2021-09-30,True,136,13600.0,9.044685055605285,6.324685055605282,0.0004650503717356825,0.04650503717356825,0.038086526175871174,0.5147058823529411,2.1285391420712263,-2.4540512297693406,1.1801003118810574,-5.197531889545605
buy_after_every_green,2020-11-01,2021-10-31,True,142,14200.0,12.440381539199265,9.600381539199264,0.0006760832069858636,0.06760832069858637,0.09888833107107643,0.5422535211267606,2.1285391420712263,-2.4540512297693406,1.282241533333333,-5.197531889545606
buy_after_every_green,2020-12-01,2021-11-30,True,142,14200.0,4.496321525959036,1.6563215259590347,0.00011664236098303062,0.011664236098303062,0.09888833107107643,0.5422535211267606,1.6850347321889925,-2.4540512297693406,1.0460456631326962,-5.197531889545606
buy_after_every_green,2021-01-01,2021-12-31,True,142,14200.0,5.697334972599122,2.857334972599121,0.00020122077271824795,0.020122077271824797,0.09023562391090369,0.5352112676056338,1.9552952059639783,-2.4540512297693406,1.0763433871307533,-6.489101794998437
buy_after_every_green,2021-02-01,2022-01-31,True,136,13600.0,5.191147838297861,2.4711478382978584,0.00018170204693366605,0.018170204693366606,0.07542459912262879,0.5294117647058824,1.9552952059639783,-2.4540512297693406,1.0686486847260357,-7.124300585195013
buy_after_every_green,2021-03-01,2022-02-28,True,137,13700.0,6.884332954384932,4.144332954384929,0.00030250605506459337,0.030250605506459333,0.10063492063492109,0.5401459854014599,2.63424503427667,-2.2484863312413528,1.1074093202620805,-7.970905410778773
buy_after_every_green,2021-04-01,2022-03-31,True,138,13800.0,9.570006693817188,6.810006693817188,0.0004934787459287817,0.04934787459287818,0.11587530317168417,0.5434782608695652,2.63424503427667,-2.2484863312413528,1.1765291149096313,-7.970905410778773
buy_after_every_green,2021-05-01,2022-04-30,False,132,13200.0,-0.051215476658706294,-2.6912154766587086,-0.00020387996035293248,-0.020387996035293246,0.0636938217919747,0.5227272727272727,2.63424503427667,-2.8961061946902644,0.9419762398067993,-10.394731227008862
buy_after_every_green,2021-06-01,2022-05-31,False,132,13200.0,-2.9226416019323525,-5.562641601932353,-0.0004214122425706328,-0.04214122425706328,0.0636938217919747,0.5227272727272727,2.952729997003287,-4.138545676749163,0.8980140611295173,-16.820379404075076
buy_after_every_green,2021-07-01,2022-06-30,False,127,12700.0,-4.211906132839626,-6.75190613283963,-0.0005316461521920968,-0.053164615219209684,0.013474670832411845,0.5039370078740157,3.440801796446744,-4.138545676749163,0.8855751806173839,-18.103285941662556
buy_after_every_green,2021-08-01,2022-07-31,False,125,12500.0,-3.9615711245747027,-6.461571124574705,-0.0005169256899659764,-0.051692568996597646,0.05986795165326743,0.512,3.440801796446744,-4.138545676749163,0.8929592775951445,-18.103285941662556
buy_after_every_green,2021-09-01,2022-08-31,False,121,12100.0,-10.744799349305657,-13.164799349305659,-0.0010879999462236082,-0.10879999462236081,-0.04374873834827263,0.4793388429752066,3.440801796446744,-4.138545676749163,0.7995693478133717,-18.757664743046085
buy_after_every_green,2021-10-01,2022-09-30,False,121,12100.0,-17.85272993705047,-20.272729937050475,-0.0016754322262025187,-0.16754322262025187,-0.04374873834827263,0.4793388429752066,3.440801796446744,-4.560763673890612,0.7232058680631476,-26.31692110358979
buy_after_every_green,2021-11-01,2022-10-31,False,115,11500.0,-20.658838398318302,-22.9588383983183,-0.0019964207302885476,-0.19964207302885478,-0.1427386733550384,0.4434782608695652,3.440801796446744,-4.560763673890612,0.6974808372744792,-26.643065826603145
buy_after_every_green,2021-12-01,2022-11-30,False,112,11200.0,-17.70922884947713,-19.949228849477134,-0.001781181147274744,-0.1781181147274744,-0.16059796891744413,0.44642857142857145,3.440801796446744,-4.560763673890612,0.7317006267969002,-24.953581735910987
buy_after_every_green,2022-01-01,2022-12-31,False,109,10900.0,-20.86523099568174,-23.04523099568174,-0.0021142413757506183,-0.21142413757506184,-0.2041620626151008,0.43119266055045874,3.440801796446744,-4.560763673890612,0.6912181043438189,-25.340849169012845
buy_after_every_green,2022-02-01,2023-01-31,False,113,11300.0,-18.669555820377756,-20.92955582037776,-0.0018521730814493593,-0.18521730814493595,-0.17475085112968133,0.4424778761061947,3.440801796446744,-4.560763673890612,0.7171868732479405,-26.587059981957697
buy_after_every_green,2022-03-01,2023-02-28,False,113,11300.0,-21.59795502844293,-23.857955028442923,-0.0021113234538445063,-0.21113234538445064,-0.2041620626151008,0.415929203539823,3.440801796446744,-4.560763673890612,0.6731185181472524,-26.587059981957694
buy_after_every_green,2022-04-01,2023-03-31,False,113,11300.0,-24.160746140785175,-26.42074614078517,-0.0023381191275031123,-0.23381191275031124,-0.17475085112968133,0.415929203539823,3.440801796446744,-4.560763673890612,0.6466178944264679,-27.324435108311206
buy_after_every_green,2022-05-01,2023-04-30,False,115,11500.0,-17.034867422357024,-19.33486742235702,-0.0016812928193353932,-0.16812928193353932,-0.13994002998501062,0.43478260869565216,3.440801796446744,-4.560763673890612,0.713692290319051,-23.93492668680208
buy_after_every_green,2022-06-01,2023-05-31,False,115,11500.0,-15.676960610728099,-17.976960610728096,-0.001563213966150269,-0.15632139661502692,-0.13994002998501062,0.4260869565217391,3.440801796446744,-4.560763673890612,0.7015968788112429,-18.40837687012378
buy_after_every_green,2022-07-01,2023-06-30,False,122,12200.0,-9.400483185717622,-11.84048318571762,-0.0009705314086653787,-0.09705314086653787,-0.09967171808994645,0.4672131147540984,2.867866901122682,-4.560763673890612,0.7881027028201811,-18.408376870123785
buy_after_every_green,2022-08-01,2023-07-31,False,122,12200.0,-8.29139531514792,-10.731395315147921,-0.0008796225668154034,-0.08796225668154034,-0.08351026416240857,0.4672131147540984,2.867866901122682,-4.560763673890612,0.7982463730759165,-18.24079609346961
buy_after_every_green,2022-09-01,2023-08-31,False,121,12100.0,-4.655797969081165,-7.075797969081163,-0.0005847766916596003,-0.058477669165960026,-0.08644116936458389,0.47107438016528924,2.867866901122682,-4.560763673890612,0.8596384796255129,-14.570782860205643
buy_after_every_green,2022-10-01,2023-09-30,False,121,12100.0,0.6169798773085069,-1.80302012269149,-0.00014900992749516446,-0.014900992749516445,-0.112902266815309,0.4628099173553719,2.867866901122682,-2.2684885537667254,0.958684223513152,-9.222969716245665
buy_after_every_green,2022-11-01,2023-10-31,False,120,12000.0,-0.726761874627448,-3.1267618746274453,-0.0002605634895522871,-0.026056348955228712,-0.09967171808994645,0.4666666666666667,1.7200000000000082,-2.0291324200913197,0.9245192112162499,-9.222969716245661
buy_after_every_green,2022-12-01,2023-11-30,True,127,12700.0,3.200776233817955,0.6607762338179564,5.20296247100753e-05,0.00520296247100753,-0.03129752019431996,0.4881889763779528,1.7940190207819762,-1.9464448336252183,1.016901336874284,-7.567920063318693
buy_after_every_green,2023-01-01,2023-12-31,True,134,13400.0,7.300432695379934,4.620432695379932,0.00034480841010298005,0.034480841010298004,0.035664880658179424,0.5223880597014925,1.7940190207819762,-1.9464448336252183,1.1220751176028487,-7.567920063318694
buy_after_every_green,2023-02-01,2024-01-31,True,135,13500.0,7.566002414335571,4.86600241433557,0.0003604446232841163,0.03604446232841163,0.02548038658329645,0.5111111111111111,1.7940190207819762,-1.9464448336252183,1.1314090094459421,-7.567920063318693
buy_after_every_green,2023-03-01,2024-02-29,True,138,13800.0,11.79621070253829,9.036210702538288,0.0006547978769955281,0.0654797876995528,0.035664880658179424,0.5289855072463768,1.7940190207819762,-1.9464448336252183,1.2664309174385897,-5.703287352963489
buy_after_every_green,2023-04-01,2024-03-31,True,136,13600.0,14.905191774880999,12.185191774880996,0.000895969983447132,0.08959699834471321,0.035664880658179424,0.5294117647058824,1.7940190207819762,-1.9101688849122023,1.421608369014942,-4.694844761769908
buy_after_every_green,2023-05-01,2024-04-30,True,135,13500.0,10.63862590123258,7.938625901232578,0.0005880463630542651,0.058804636305426504,0.019874395653693994,0.5037037037037037,1.7940190207819762,-1.9101688849122023,1.2449069086459084,-5.584518573788959
buy_after_every_green,2023-06-01,2024-05-31,True,140,14000.0,15.05432156751778,12.254321567517778,0.000875308683394127,0.0875308683394127,0.06117021985943884,0.5428571428571428,1.7940190207819762,-1.9101688849122023,1.4049460678709442,-5.584518573788959
buy_after_every_green,2023-07-01,2024-06-30,True,139,13900.0,13.478299991339048,10.698299991339047,0.000769661869880507,0.0769661869880507,0.03637243387983659,0.539568345323741,1.7940190207819762,-1.9101688849122023,1.3662189663172783,-5.584518573788957
buy_after_every_green,2023-08-01,2024-07-31,True,139,13900.0,10.827378497335093,8.047378497335094,0.00057894809333346,0.057894809333346,0.02691091617019527,0.539568345323741,1.7940190207819762,-1.9101688849122023,1.2595612669185678,-5.584518573788955
buy_after_every_green,2023-09-01,2024-08-31,True,143,14300.0,14.180579024404349,11.32057902440435,0.000791648882825479,0.07916488828254789,0.04219181733375656,0.5524475524475524,1.7940190207819762,-1.7151432799677147,1.3715144566239565,-5.584518573788957
buy_after_every_green,2023-10-01,2024-09-30,True,147,14700.0,16.693041719008438,13.753041719008436,0.0009355810693203018,0.09355810693203018,0.07541074324967979,0.5714285714285714,1.7940190207819762,-2.044309392265189,1.458014555718828,-5.584518573788957
buy_after_every_green,2023-11-01,2024-10-31,True,151,15100.0,14.59987569956045,11.579875699560448,0.0007668791854013541,0.07668791854013542,0.052245123454162115,0.5629139072847682,1.7940190207819762,-2.044309392265189,1.368490493051454,-5.584518573788957
buy_after_every_green,2023-12-01,2024-11-30,True,149,14900.0,14.81187992829859,11.831879928298589,0.0007940859012280932,0.07940859012280932,0.04817794443496616,0.5637583892617449,2.35103217215755,-2.044309392265189,1.3750836680906002,-5.584518573788953
buy_after_every_green,2024-01-01,2024-12-31,True,142,14200.0,12.407389653351752,9.56738965335175,0.000673759834743081,0.0673759834743081,0.020631610335473134,0.5352112676056338,2.35103217215755,-2.044309392265189,1.3170198973199012,-5.584518573788955
buy_after_every_green,2024-02-01,2025-01-31,True,142,14200.0,10.459502452018521,7.6195024520185175,0.0005365846797196139,0.05365846797196139,0.020631610335473134,0.5352112676056338,2.35103217215755,-2.044309392265189,1.243117221622655,-5.584518573788956
buy_after_every_green,2024-03-01,2025-02-28,True,139,13900.0,6.9120745920623,4.132074592062299,0.0002972715533857769,0.029727155338577692,0.015205069530008792,0.5251798561151079,2.35103217215755,-2.044309392265189,1.132031581138461,-5.584518573788957
buy_after_every_green,2024-04-01,2025-03-31,False,139,13900.0,-5.898521697092818,-8.67852169709282,-0.0006243540789275411,-0.062435407892754105,0.0061244394130777376,0.5035971223021583,2.35103217215755,-2.3188006257604776,0.793354762405737,-13.289835977298344
buy_after_every_green,2024-05-01,2025-04-30,False,143,14300.0,-5.753843605633779,-8.613843605633782,-0.0006023666857086561,-0.06023666857086561,0.02691091617019527,0.5384615384615384,2.35103217215755,-3.6637982735120445,0.8112895566162682,-22.11122573373646
buy_after_every_green,2024-06-01,2025-05-31,False,140,14000.0,-5.549351433297467,-8.349351433297468,-0.0005963822452355334,-0.05963822452355334,0.018296947273630532,0.5285714285714286,2.35103217215755,-3.6637982735120445,0.8191330945845757,-22.111225733736454
buy_after_every_green,2024-07-01,2025-06-30,False,143,14300.0,-3.7723954787803766,-6.632395478780378,-0.00046380387963499146,-0.046380387963499144,0.016616623947272053,0.5244755244755245,2.35103217215755,-3.6637982735120445,0.8615490808332826,-22.11122573373646
buy_after_every_green,2024-08-01,2025-07-31,False,144,14400.0,-3.093790091775096,-5.973790091775098,-0.00041484653415104844,-0.04148465341510485,0.007572999142688736,0.5069444444444444,2.35103217215755,-3.6637982735120445,0.8730697701941484,-22.11122573373646
buy_after_every_green,2024-09-01,2025-08-31,False,141,14100.0,-7.238423418248729,-10.058423418248731,-0.0007133633629963639,-0.07133633629963639,-0.01167499167498363,0.48936170212765956,2.35103217215755,-3.6637982735120445,0.7835385017181365,-22.11122573373646
buy_after_every_green,2024-10-01,2025-09-30,False,141,14100.0,-5.2242051970677,-8.044205197067702,-0.0005705110068842342,-0.05705110068842342,-0.0032775919732519303,0.49645390070921985,2.35103217215755,-3.6637982735120445,0.8192081767269307,-22.11122573373646
buy_after_every_green,2024-11-01,2025-10-31,False,142,14200.0,-2.5735434322810136,-5.413543432281015,-0.0003812354529775363,-0.03812354529775363,0.0014234237199129036,0.5,2.35103217215755,-3.6637982735120445,0.872649583457486,-22.11122573373646
buy_after_every_green,2024-12-01,2025-11-30,False,138,13800.0,-9.67699074271471,-12.436990742714707,-0.0009012312132401962,-0.09012312132401962,-0.009558929098110163,0.4927536231884058,1.8747015425888613,-3.6637982735120445,0.7367705976784116,-21.797852712665794
buy_after_every_green,2025-01-01,2025-12-31,False,142,14200.0,-9.107936448460741,-11.94793644846074,-0.0008414039752437141,-0.08414039752437141,0.022324643078783808,0.5140845070422535,1.8747015425888613,-3.6637982735120445,0.7496342533462718,-21.562558883188828
buy_after_every_green,2025-02-01,2026-01-31,False,141,14100.0,-6.342192890827926,-9.162192890827928,-0.0006498009142431154,-0.06498009142431155,0.08235870048953543,0.5319148936170213,1.8747015425888613,-3.6637982735120445,0.7983226436923884,-20.34821189678566
buy_after_every_green,2025-03-01,2026-02-28,False,140,14000.0,-7.230332771468605,-10.03033277146861,-0.0007164523408191864,-0.07164523408191864,0.07358490151692988,0.5285714285714286,1.8747015425888613,-3.6637982735120445,0.7872608136167351,-17.72936097144011
buy_after_every_green,2025-04-01,2026-03-31,True,137,13700.0,2.894357801389369,0.1543578013893665,1.126699280214354e-05,0.001126699280214354,0.09013215859030367,0.5401459854014599,2.8851329235347145,-3.6637982735120445,1.0039568257996263,-10.026959650047164
buy_after_red,2014-05-01,2015-04-30,True,107,10700.0,8.973206857242655,6.8332068572426525,0.0006386174632937059,0.06386174632937058,0.1716626736943039,0.5607476635514018,2.0448593868761056,-2.229673459366557,1.2286234391888837,-6.84817850958467
buy_after_red,2014-06-01,2015-05-31,True,109,10900.0,9.409018003512948,7.229018003512946,0.0006632126608727474,0.06632126608727473,0.1716626736943039,0.5504587155963303,2.0448593868761056,-2.229673459366557,1.2371039598926814,-6.848178509584671
buy_after_red,2014-07-01,2015-06-30,True,118,11800.0,10.816531810758677,8.456531810758676,0.0007166552381998878,0.07166552381998878,0.10405117428240242,0.5423728813559322,2.0448593868761056,-2.229673459366557,1.2696349377539766,-6.848178509584671
buy_after_red,2014-08-01,2015-07-31,True,116,11600.0,8.42559121575437,6.105591215754366,0.0005263440703236523,0.05263440703236522,0.0701626623166396,0.5172413793103449,2.0448593868761056,-2.229673459366557,1.1879183484674551,-6.848178509584672
buy_after_red,2014-09-01,2015-08-31,False,120,12000.0,-3.549088309450477,-5.949088309450479,-0.0004957573591208732,-0.049575735912087325,-0.014069505396754316,0.49166666666666664,2.0448593868761056,-4.766754899465511,0.8647468494335243,-10.843055482162066
buy_after_red,2014-10-01,2015-09-30,False,124,12400.0,-2.14092077224215,-4.620920772242153,-0.0003726549009872704,-0.03726549009872704,-0.014069505396754316,0.49193548387096775,2.5364105908438828,-4.766754899465511,0.9053067246498696,-13.38149862640017
buy_after_red,2014-11-01,2015-10-31,False,119,11900.0,1.2881199346569945,-1.0918800653430059,-9.175462733974839e-05,-0.00917546273397484,-0.02,0.48739495798319327,2.5364105908438828,-4.766754899465511,0.9756392240054811,-13.38149862640017
buy_after_red,2014-12-01,2015-11-30,False,122,12200.0,0.10896651670135826,-2.3310334832986417,-0.00019106831830316735,-0.019106831830316737,-0.02,0.47540983606557374,2.5364105908438828,-4.766754899465511,0.9514924125789287,-13.38149862640017
buy_after_red,2015-01-01,2015-12-31,True,122,12200.0,2.4461751142366945,0.006175114236689705,5.061569046466971e-07,5.0615690464669715e-05,-0.02,0.48360655737704916,2.5364105908438828,-4.766754899465511,1.0001307851278884,-13.38149862640017
buy_after_red,2015-02-01,2016-01-31,True,120,12000.0,3.7157530592993973,1.315753059299397,0.00010964608827494974,0.010964608827494974,0.040638408714752675,0.5166666666666667,2.5364105908438828,-4.766754899465511,1.029382470875552,-13.38149862640017
buy_after_red,2015-03-01,2016-02-29,False,122,12200.0,1.5664456315409354,-0.8735543684590668,-7.160281708680875e-05,-0.007160281708680875,0.023816005312169448,0.5081967213114754,2.5364105908438828,-4.766754899465511,0.9815995692868169,-13.38149862640017
buy_after_red,2015-04-01,2016-03-31,True,118,11800.0,5.811889714112551,3.4518897141125495,0.00029253302661970756,0.029253302661970758,0.023816005312169448,0.5169491525423728,2.573360995850613,-4.766754899465511,1.0761273538959606,-13.38149862640017
buy_after_red,2015-05-01,2016-04-30,True,119,11900.0,9.573866440406952,7.193866440406952,0.0006045265916308363,0.06045265916308363,0.053538423826446926,0.5294117647058824,2.573360995850613,-4.766754899465511,1.16179105812883,-13.38149862640017
buy_after_red,2015-06-01,2016-05-31,True,120,12000.0,10.305982365001185,7.905982365001185,0.0006588318637500987,0.06588318637500987,0.040638408714752675,0.525,2.573360995850613,-4.766754899465511,1.1777357001851647,-13.38149862640017
buy_after_red,2015-07-01,2016-06-30,True,118,11800.0,10.559732108084361,8.199732108084364,0.0006948925515325732,0.06948925515325732,0.058775932988595084,0.5254237288135594,2.573360995850613,-4.766754899465511,1.1785161987545467,-13.38149862640017
buy_after_red,2015-08-01,2016-07-31,True,117,11700.0,12.742775840942842,10.402775840942844,0.0008891261402515252,0.08891261402515252,0.1482085786375076,0.5555555555555556,2.573360995850613,-4.766754899465511,1.2370135422159676,-13.38149862640017
buy_after_red,2015-09-01,2016-08-31,True,117,11700.0,22.54962717617627,20.20962717617627,0.0017273185620663477,0.17273185620663478,0.15382002941570552,0.5811965811965812,2.573360995850613,-2.774370519431515,1.607262798617017,-6.380298882221103
buy_after_red,2015-10-01,2016-09-30,True,116,11600.0,21.62457474704066,19.30457474704066,0.0016641874781931603,0.16641874781931604,0.15245321402350467,0.5862068965517241,2.573360995850613,-2.774370519431515,1.6155292868748952,-6.380298882221103
buy_after_red,2015-11-01,2016-10-31,True,122,12200.0,15.261053096762579,12.821053096762576,0.001050905991537916,0.10509059915379161,0.0682441502743081,0.5573770491803278,2.573360995850613,-2.774370519431515,1.3900554650488735,-6.380298882221103
buy_after_red,2015-12-01,2016-11-30,True,122,12200.0,18.03183057224712,15.59183057224712,0.001278018899364518,0.1278018899364518,0.12797842726704814,0.5737704918032787,2.573360995850613,-2.774370519431515,1.5151674943121376,-6.380298882221103
buy_after_red,2016-01-01,2016-12-31,True,117,11700.0,17.82134582740965,15.481345827409651,0.0013231919510606539,0.1323191951060654,0.0833295063145756,0.5811965811965812,2.573360995850613,-2.774370519431515,1.5844915172240106,-4.085359416926997
buy_after_red,2016-02-01,2017-01-31,True,117,11700.0,21.5735008306497,19.233500830649692,0.0016438889598845892,0.1643888959884589,0.13907283263265627,0.5811965811965812,2.573360995850613,-2.523157653002641,1.899534888721548,-2.863597112833265
buy_after_red,2016-03-01,2017-02-28,True,111,11100.0,20.496777529049737,18.27677752904974,0.001646556534148625,0.16465565341486252,0.10793176972281106,0.6036036036036037,2.573360995850613,-2.523157653002641,2.0138327336831194,-2.863597112833265
buy_after_red,2016-04-01,2017-03-31,True,112,11200.0,16.225235777751703,13.9852357777517,0.0012486817658706876,0.12486817658706875,0.08087197021578786,0.5982142857142857,2.3003026481714905,-2.523157653002641,1.7522020813643826,-2.863597112833265
buy_after_red,2016-05-01,2017-04-30,True,114,11400.0,14.586902914701227,12.306902914701224,0.0010795528872544933,0.10795528872544934,0.06896334246533133,0.5877192982456141,2.3003026481714905,-2.523157653002641,1.6728860760962536,-2.8635971128332645
buy_after_red,2016-06-01,2017-05-31,True,113,11300.0,11.699344360671613,9.439344360671614,0.0008353402089089924,0.08353402089089923,0.07247485839787295,0.6017699115044248,2.3003026481714905,-2.523157653002641,1.5166154219493557,-2.863597112833265
buy_after_red,2016-07-01,2017-06-30,True,112,11200.0,11.245476077329531,9.00547607732953,0.0008040603640472794,0.08040603640472795,0.05719282503110269,0.5892857142857143,1.7120607988688508,-2.523157653002641,1.5749743089898665,-2.863597112833265
buy_after_red,2016-08-01,2017-07-31,True,113,11300.0,10.595124884928543,8.335124884928542,0.0007376216712326142,0.07376216712326143,0.043031831074700225,0.5575221238938053,1.7120607988688508,-2.523157653002641,1.5188043549264878,-2.863597112833265
buy_after_red,2016-09-01,2017-08-31,True,110,11000.0,11.702285215986198,9.502285215986195,0.0008638441105441996,0.08638441105441995,0.036811878301687986,0.5727272727272728,1.7120607988688508,-2.523157653002641,1.6405626982201176,-2.863597112833265
buy_after_red,2016-10-01,2017-09-30,True,105,10500.0,11.119128338935324,9.019128338935323,0.000858964603708126,0.0858964603708126,0.03059192552867575,0.5619047619047619,1.2064749418481768,-1.6473732526601248,1.8331450078110583,-2.413427408296007
buy_after_red,2016-11-01,2017-10-31,True,97,9700.0,13.01017735214096,11.07017735214096,0.001141255397127934,0.11412553971279339,0.07557183816502057,0.6082474226804123,1.2064749418481768,-1.6473732526601248,2.3554101222152375,-1.6473732526601248
buy_after_red,2016-12-01,2017-11-30,True,96,9600.0,12.186657600203688,10.266657600203686,0.0010694435000212174,0.10694435000212173,0.07051183234890514,0.6145833333333334,1.2064749418481768,-1.6473732526601248,2.3153708708417593,-1.6473732526601248
buy_after_red,2017-01-01,2017-12-31,True,96,9600.0,12.427178903455381,10.50717890345538,0.0010944978024432688,0.10944978024432687,0.0753732418197295,0.6145833333333334,1.2064749418481768,-1.6473732526601248,2.419417492502106,-1.6473732526601248
buy_after_red,2017-02-01,2018-01-31,True,91,9100.0,11.253441088302072,9.433441088302072,0.0010366418778353925,0.10366418778353925,0.06855042946958047,0.6153846153846154,1.2064749418481768,-1.6473732526601248,2.1763704983082808,-1.6473732526601248
buy_after_red,2017-03-01,2018-02-28,True,95,9500.0,2.9470213428498533,1.047021342849852,0.00011021277293156338,0.011021277293156337,0.0654518265327897,0.5894736842105263,2.657210365853666,-5.433492927094665,1.0516037006960461,-9.286961564401686
buy_after_red,2017-04-01,2018-03-31,False,97,9700.0,-1.649204622539679,-3.5892046225396803,-0.0003700210951071835,-0.037002109510718355,0.04782288537932057,0.5670103092783505,2.657210365853666,-5.433492927094665,0.8665078109658318,-16.656766868793756
buy_after_red,2017-05-01,2018-04-30,False,95,9500.0,-3.3306311685020744,-5.230631168502077,-0.000550592754579166,-0.0550592754579166,0.04782288537932057,0.5578947368421052,2.657210365853666,-5.433492927094665,0.8207260688940593,-16.656766868793753
buy_after_red,2017-06-01,2018-05-31,False,94,9400.0,-2.063884584223608,-3.943884584223609,-0.00041956218981102227,-0.041956218981102224,0.05581457328803553,0.5638297872340425,2.657210365853666,-5.433492927094665,0.8638719322710648,-16.656766868793756
buy_after_red,2017-07-01,2018-06-30,False,94,9400.0,-0.6976123759258486,-2.5776123759258485,-0.000274214082545303,-0.027421408254530304,0.1015930176112212,0.6063829787234043,2.657210365853666,-5.433492927094665,0.9112243296011397,-16.656766868793753
buy_after_red,2017-08-01,2018-07-31,False,94,9400.0,0.6206884496515728,-1.2593115503484262,-0.00013396931386685384,-0.013396931386685386,0.14397659162336043,0.6276595744680851,2.657210365853666,-5.433492927094665,0.9570106520274072,-16.656766868793753
buy_after_red,2017-09-01,2018-08-31,False,92,9200.0,1.1987986040632435,-0.6412013959367537,-6.969580390616889e-05,-0.006969580390616888,0.16589328789677674,0.6195652173913043,2.657210365853666,-5.433492927094665,0.9783272604095034,-16.656766868793753
buy_after_red,2017-10-01,2018-09-30,False,94,9400.0,0.3872764206267574,-1.4927235793732416,-0.0001588003807843874,-0.01588003807843874,0.16589328789677674,0.6170212765957447,2.657210365853666,-5.433492927094665,0.9514351146116884,-16.656766868793753
buy_after_red,2017-11-01,2018-10-31,False,105,10500.0,-4.435339462949886,-6.535339462949883,-0.0006224132821857031,-0.06224132821857032,0.11802622498275685,0.5714285714285714,2.657210365853666,-5.433492927094665,0.8407016978995971,-16.656766868793753
buy_after_red,2017-12-01,2018-11-30,False,105,10500.0,-9.676159415804918,-11.776159415804921,-0.001121538991981421,-0.1121538991981421,0.06855042946958047,0.5428571428571428,2.657210365853666,-5.433492927094665,0.7478875126726683,-16.656766868793753
buy_after_red,2018-01-01,2018-12-31,False,112,11200.0,-18.66735359070103,-20.90735359070103,-0.001866727999169735,-0.1866727999169735,0.0303770880451837,0.5089285714285714,5.196095380029806,-5.433492927094665,0.6620643391782933,-28.33282709697639
buy_after_red,2018-02-01,2019-01-31,False,112,11200.0,-14.175927078058082,-16.415927078058083,-0.0014657077748266144,-0.14657077748266145,0.0303770880451837,0.5089285714285714,5.196095380029806,-5.433492927094665,0.7302684001657809,-24.886038383408778
buy_after_red,2018-03-01,2019-02-28,False,112,11200.0,-2.4413961104468913,-4.681396110446893,-0.0004179817955756154,-0.04179817955756154,0.12688759714552858,0.5357142857142857,5.196095380029806,-3.6832891660171474,0.9054174009343275,-22.42787628666738
buy_after_red,2018-04-01,2019-03-31,True,112,11200.0,4.495559870878328,2.2555598708783267,0.00020138927418556488,0.02013892741855649,0.15382009329087734,0.5535714285714286,5.196095380029806,-3.6832891660171474,1.0525749811947767,-22.427876286667377
buy_after_red,2018-05-01,2019-04-30,True,110,11000.0,7.260103797612304,5.060103797612305,0.00046000943614657317,0.04600094361465732,0.188267294452269,0.5727272727272728,5.196095380029806,-3.6832891660171474,1.1281152051630112,-22.427876286667377
buy_after_red,2018-06-01,2019-05-31,True,112,11200.0,6.364215039767809,4.124215039767806,0.00036823348569355415,0.036823348569355416,0.17173809679424726,0.5625,5.196095380029806,-3.6832891660171474,1.100007656950491,-22.427876286667374
buy_after_red,2018-07-01,2019-06-30,True,110,11000.0,4.701663689204905,2.5016636892049067,0.0002274239717459006,0.022742397174590062,0.09168979395262956,0.5454545454545454,5.196095380029806,-3.6832891660171474,1.0605715523003652,-22.427876286667377
buy_after_red,2018-08-01,2019-07-31,False,112,11200.0,2.015856545061978,-0.22414345493801946,-2.001280847660888e-05,-0.002001280847660888,0.044297368134258455,0.5357142857142857,5.196095380029806,-3.6832891660171474,0.9948207177206756,-22.427876286667377
buy_after_red,2018-09-01,2019-08-31,False,116,11600.0,-0.17573751025917872,-2.495737510259179,-0.0002151497853671706,-0.02151497853671706,0.02309650490168515,0.5258620689655172,5.196095380029806,-3.6832891660171474,0.9511835053887263,-22.427876286667377
buy_after_red,2018-10-01,2019-09-30,False,114,11400.0,0.7324122388157628,-1.5475877611842357,-0.00013575331238458208,-0.013575331238458208,0.06467936963328925,0.543859649122807,5.196095380029806,-3.6832891660171474,0.9692180776851949,-22.40601972103031
buy_after_red,2018-11-01,2019-10-31,True,107,10700.0,7.999128513895983,5.859128513895982,0.0005475821041024282,0.05475821041024282,0.23107604017216013,0.5981308411214953,5.196095380029806,-3.4082393104036846,1.13915468087951,-16.704392993295222
