Date,Open,High,Low,Close,green,red,flat,intraday_return,sma_200,signal,strategy,trade_date,gross_profit,cost,net_profit,cumulative_net_profit
2014-05-06,1877.5,1881.5,1861.75,1864.25,False,True,False,-0.0070572569906790505,,True,buy_after_first_green_after_red,2014-05-06,-0.705725699067905,0.02,-0.7257256990679051,-0.7257256990679051
2014-05-08,1874.75,1884.75,1865.0,1872.25,False,True,False,-0.001333511134817944,,True,buy_after_first_green_after_red,2014-05-08,-0.1333511134817944,0.02,-0.1533511134817944,-0.8790768125496995
2014-05-12,1874.0,1894.0,1874.0,1892.75,True,False,False,0.010005336179295554,,True,buy_after_first_green_after_red,2014-05-12,1.0005336179295554,0.02,0.9805336179295554,0.10145680537985591
2014-05-19,1876.25,1883.0,1865.75,1882.25,True,False,False,0.0031978680879414245,,True,buy_after_first_green_after_red,2014-05-19,0.31978680879414245,0.02,0.29978680879414243,0.40124361417399834
2014-05-22,1883.75,1894.0,1882.75,1890.25,True,False,False,0.003450564034505721,,True,buy_after_first_green_after_red,2014-05-22,0.3450564034505721,0.02,0.3250564034505721,0.7263000176245704
2014-05-30,1917.0,1922.25,1914.25,1921.5,True,False,False,0.0023474178403755097,,True,buy_after_first_green_after_red,2014-05-30,0.23474178403755097,0.02,0.21474178403755098,0.9410418016621214
2014-06-16,1934.25,1940.75,1926.5,1936.5,True,False,False,0.0011632415664986073,,True,buy_after_first_green_after_red,2014-06-16,0.11632415664986073,0.02,0.09632415664986073,1.037365958311982
2014-06-26,1948.75,1952.5,1936.25,1948.75,False,False,True,0.0,,True,buy_after_first_green_after_red,2014-06-26,0.0,0.02,-0.02,1.017365958311982
2014-07-10,1967.5,1968.25,1945.25,1957.75,False,True,False,-0.004955527318932673,,True,buy_after_first_green_after_red,2014-07-10,-0.4955527318932673,0.02,-0.5155527318932673,0.5018132264187147
2014-07-14,1962.75,1974.0,1962.5,1971.0,True,False,False,0.004203286205578971,,True,buy_after_first_green_after_red,2014-07-14,0.4203286205578971,0.02,0.4003286205578971,0.9021418469766118
2014-07-17,1971.25,1976.0,1948.5,1953.5,False,True,False,-0.009004438807863058,,True,buy_after_first_green_after_red,2014-07-17,-0.9004438807863058,0.02,-0.9204438807863058,-0.018302033809693974
2014-07-21,1970.25,1971.5,1959.0,1966.25,False,True,False,-0.002030199213297834,,True,buy_after_first_green_after_red,2014-07-21,-0.20301992132978341,0.02,-0.2230199213297834,-0.24132195513947738
